Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|287.6682.peg.5678	CDS	NODE_7_length_297812_cov_8.126053	135830	135057	-2	-	774	Arginine/ornithine ABC transporter, substrate-binding protein AotJ	- none -	 	 
fig|287.6682.peg.5679	CDS	NODE_7_length_297812_cov_8.126053	138486	136531	-3	-	1956	Acetyl-CoA synthetase (EC 6.2.1.1)	- none -	 	 
fig|287.6682.peg.5680	CDS	NODE_7_length_297812_cov_8.126053	138954	139217	3	+	264	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit	- none -	 	 
fig|287.6682.peg.5681	CDS	NODE_7_length_297812_cov_8.126053	139408	139680	1	+	273	hypothetical protein	- none -	 	 
fig|287.6682.peg.5682	CDS	NODE_7_length_297812_cov_8.126053	140326	141576	1	+	1251	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	Ribonucleotide reduction	 	 
fig|287.6682.peg.5683	CDS	NODE_7_length_297812_cov_8.126053	141943	142488	1	+	546	Prophage antirepressor	- none -	 	 
fig|287.6682.peg.5684	CDS	NODE_7_length_297812_cov_8.126053	143847	142546	-3	-	1302	McrBC 5-methylcytosine restriction system component	- none -	 	 
fig|287.6682.peg.5685	CDS	NODE_7_length_297812_cov_8.126053	145403	143844	-2	-	1560	hypothetical protein	- none -	 	 
fig|287.6682.peg.5686	CDS	NODE_7_length_297812_cov_8.126053	145657	146646	1	+	990	hypothetical protein	- none -	 	 
fig|287.6682.peg.5687	CDS	NODE_7_length_297812_cov_8.126053	146959	146708	-1	-	252	hypothetical protein	- none -	 	 
fig|287.6682.peg.5688	CDS	NODE_7_length_297812_cov_8.126053	147070	147198	1	+	129	hypothetical protein	- none -	 	 
fig|287.6682.peg.5689	CDS	NODE_7_length_297812_cov_8.126053	148392	147202	-3	-	1191	hypothetical protein	- none -	 	 
fig|287.6682.peg.5690	CDS	NODE_7_length_297812_cov_8.126053	149325	148507	-3	-	819	Integral membrane protein	- none -	 	 
fig|287.6682.peg.5691	CDS	NODE_7_length_297812_cov_8.126053	149597	150364	2	+	768	Transcriptional regulator, AraC family	- none -	 	 
fig|287.6682.peg.5692	CDS	NODE_7_length_297812_cov_8.126053	152786	150495	-2	-	2292	Periplasmic beta-glucosidase (EC 3.2.1.21)	- none -	 	 
fig|287.6682.peg.5693	CDS	NODE_7_length_297812_cov_8.126053	152810	152923	2	+	114	hypothetical protein	- none -	 	 
fig|287.6682.peg.5694	CDS	NODE_7_length_297812_cov_8.126053	153062	153379	2	+	318	hypothetical protein	- none -	 	 
fig|287.6682.peg.5695	CDS	NODE_7_length_297812_cov_8.126053	153391	153645	1	+	255	hypothetical protein	- none -	 	 
fig|287.6682.peg.5696	CDS	NODE_7_length_297812_cov_8.126053	154797	153739	-3	-	1059	Outer membrane protein romA	- none -	 	 
fig|287.6682.peg.5697	CDS	NODE_7_length_297812_cov_8.126053	155013	155621	3	+	609	Transcriptional regulator, AcrR family	- none -	 	 
fig|287.6682.peg.5698	CDS	NODE_7_length_297812_cov_8.126053	155763	156011	3	+	249	hypothetical protein	- none -	 	 
fig|287.6682.peg.5699	CDS	NODE_7_length_297812_cov_8.126053	156959	156018	-2	-	942	Transcriptional regulator	- none -	 	 
fig|287.6682.peg.5700	CDS	NODE_7_length_297812_cov_8.126053	156975	157682	3	+	708	Uncharacterized protein Pfl_4311	- none -	 	 
fig|287.6682.peg.5701	CDS	NODE_7_length_297812_cov_8.126053	157679	158002	2	+	324	Uncharacterized protein YqjZ	- none -	 	 
fig|287.6682.peg.5702	CDS	NODE_7_length_297812_cov_8.126053	158474	158148	-2	-	327	hypothetical protein	- none -	 	 
fig|287.6682.peg.5703	CDS	NODE_7_length_297812_cov_8.126053	158708	159835	2	+	1128	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	CBSS-176299.4.peg.1996A; <br>Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|287.6682.peg.5704	CDS	NODE_7_length_297812_cov_8.126053	159836	160519	2	+	684	hypothetical protein	- none -	 	 
fig|287.6682.peg.5705	CDS	NODE_7_length_297812_cov_8.126053	161408	160521	-2	-	888	Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase)	- none -	 	 
fig|287.6682.peg.5706	CDS	NODE_7_length_297812_cov_8.126053	161567	161872	2	+	306	hypothetical protein	- none -	 	 
fig|287.6682.peg.5707	CDS	NODE_7_length_297812_cov_8.126053	162031	163209	1	+	1179	Sensor histidine kinase	- none -	 	 
fig|287.6682.peg.5708	CDS	NODE_7_length_297812_cov_8.126053	163640	163206	-2	-	435	hypothetical protein	- none -	 	 
fig|287.6682.peg.5709	CDS	NODE_7_length_297812_cov_8.126053	165377	163752	-2	-	1626	Methyl-accepting chemotaxis sensor/transducer protein	- none -	 	 
fig|287.6682.peg.5710	CDS	NODE_7_length_297812_cov_8.126053	165420	165617	3	+	198	hypothetical protein	- none -	 	 
fig|287.6682.peg.5711	CDS	NODE_7_length_297812_cov_8.126053	165653	166675	2	+	1023	Magnesium and cobalt transport protein CorA	Magnesium transport	 	 
fig|287.6682.peg.5712	CDS	NODE_7_length_297812_cov_8.126053	167220	166783	-3	-	438	putative membrane protein	- none -	 	 
fig|287.6682.peg.5713	CDS	NODE_7_length_297812_cov_8.126053	167310	168164	3	+	855	LysR-family transcriptional regulator STM3020	LysR-family proteins in Salmonella enterica Typhimurium	 	 
fig|287.6682.peg.5714	CDS	NODE_7_length_297812_cov_8.126053	169539	168304	-3	-	1236	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|287.6682.peg.5715	CDS	NODE_7_length_297812_cov_8.126053	169960	169616	-1	-	345	DGPFAETKE	- none -	 	 
fig|287.6682.peg.5716	CDS	NODE_7_length_297812_cov_8.126053	170486	170061	-2	-	426	Ketosteroid isomerase homolog	- none -	 	 
fig|287.6682.peg.5717	CDS	NODE_7_length_297812_cov_8.126053	170628	171113	3	+	486	Acetyltransferase, GNAT family	- none -	 	 
fig|287.6682.peg.5718	CDS	NODE_7_length_297812_cov_8.126053	171132	171737	3	+	606	Phosphohydrolase (MutT/nudix family protein)	- none -	 	 
fig|287.6682.peg.5719	CDS	NODE_7_length_297812_cov_8.126053	172008	172706	3	+	699	Aquaporin Z	Osmoregulation	 	 
fig|287.6682.peg.5720	CDS	NODE_7_length_297812_cov_8.126053	173851	172727	-1	-	1125	FIG110192: hypothetical protein	CBSS-176299.4.peg.1996A	 	 
fig|287.6682.peg.5721	CDS	NODE_7_length_297812_cov_8.126053	175344	174001	-3	-	1344	Phosphate/pyrophosphate-specific outer membrane porin OprP/OprO	- none -	 	 
fig|287.6682.peg.5722	CDS	NODE_7_length_297812_cov_8.126053	175812	175576	-3	-	237	hypothetical protein	- none -	 	 
fig|287.6682.peg.5723	CDS	NODE_7_length_297812_cov_8.126053	176420	175806	-2	-	615	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|287.6682.peg.5724	CDS	NODE_7_length_297812_cov_8.126053	177803	176682	-2	-	1122	beta-ketodecanoyl-[acyl-carrier-protein] synthase (EC 2.3.1.207)	- none -	 	 
fig|287.6682.peg.5725	CDS	NODE_7_length_297812_cov_8.126053	178087	177953	-1	-	135	hypothetical protein	- none -	 	 
fig|287.6682.peg.5726	CDS	NODE_7_length_297812_cov_8.126053	182058	178111	-3	-	3948	ATP-dependent helicase HrpA	- none -	 	 
fig|287.6682.peg.5727	CDS	NODE_7_length_297812_cov_8.126053	183973	182252	-1	-	1722	Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)	Glyoxylate bypass; <br>Glyoxylate bypass cluster	 	 
fig|287.6682.peg.5728	CDS	NODE_7_length_297812_cov_8.126053	184103	185011	2	+	909	Permease of the drug/metabolite transporter (DMT) superfamily	- none -	 	 
fig|287.6682.peg.5729	CDS	NODE_7_length_297812_cov_8.126053	186725	185145	-2	-	1581	2,5-dioxovalerate dehydrogenase (EC 1.2.1.26)	- none -	 	 
fig|287.6682.peg.5730	CDS	NODE_7_length_297812_cov_8.126053	187763	186768	-2	-	996	Uncharacterized protein GguC	- none -	 	 
fig|287.6682.peg.5731	CDS	NODE_7_length_297812_cov_8.126053	188994	187819	-3	-	1176	L-lyxonate dehydratase	- none -	 	 
fig|287.6682.peg.5732	CDS	NODE_7_length_297812_cov_8.126053	190521	189517	-3	-	1005	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	ECSIG4-SIG7; <br>Pyridoxin (Vitamin B6) Biosynthesis	 	 
fig|287.6682.peg.5733	CDS	NODE_7_length_297812_cov_8.126053	191474	190518	-2	-	957	amidohydrolase 2	- none -	 	 
fig|287.6682.peg.5734	CDS	NODE_7_length_297812_cov_8.126053	192807	191467	-3	-	1341	D-glucarate transporter	- none -	 	 
fig|287.6682.peg.5735	CDS	NODE_7_length_297812_cov_8.126053	193180	194193	1	+	1014	Tripartite tricarboxylate transporter TctC family	- none -	 	 
fig|287.6682.peg.5736	CDS	NODE_7_length_297812_cov_8.126053	194246	194779	2	+	534	Tripartite tricarboxylate transporter TctB family	- none -	 	 
fig|287.6682.peg.5737	CDS	NODE_7_length_297812_cov_8.126053	194776	196305	1	+	1530	Tripartite tricarboxylate transporter TctA family	- none -	 	 
fig|287.6682.peg.5738	CDS	NODE_7_length_297812_cov_8.126053	196375	197316	1	+	942	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.5739	CDS	NODE_7_length_297812_cov_8.126053	198366	197428	-3	-	939	Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO	- none -	 	 
fig|287.6682.peg.5740	CDS	NODE_7_length_297812_cov_8.126053	199649	198702	-2	-	948	Cysteine synthase (EC 2.5.1.47)	Cysteine Biosynthesis; <br>Methionine Biosynthesis	 	 
fig|287.6682.peg.5741	CDS	NODE_7_length_297812_cov_8.126053	199776	200852	3	+	1077	hypothetical protein	- none -	 	 
fig|287.6682.peg.5742	CDS	NODE_7_length_297812_cov_8.126053	201352	200849	-1	-	504	hypothetical protein	- none -	 	 
fig|287.6682.peg.5743	CDS	NODE_7_length_297812_cov_8.126053	201606	201340	-3	-	267	FIG00954979: hypothetical protein	- none -	 	 
fig|287.6682.peg.5744	CDS	NODE_7_length_297812_cov_8.126053	201773	202618	2	+	846	ATPase associated with various cellular activities, AAA_5	- none -	 	 
fig|287.6682.peg.5745	CDS	NODE_7_length_297812_cov_8.126053	202630	203808	1	+	1179	hypothetical protein	- none -	 	 
fig|287.6682.peg.5746	CDS	NODE_7_length_297812_cov_8.126053	204851	203925	-2	-	927	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)	EC699-706; <br>Urea carboxylase and Allophanate hydrolase cluster	 	 
fig|287.6682.peg.5747	CDS	NODE_7_length_297812_cov_8.126053	205552	204848	-1	-	705	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)	EC699-706; <br>Urea carboxylase and Allophanate hydrolase cluster	 	 
fig|287.6682.peg.5748	CDS	NODE_7_length_297812_cov_8.126053	206301	205549	-3	-	753	Lactam utilization protein LamB	EC699-706; <br>Urea carboxylase and Allophanate hydrolase cluster	 	 
fig|287.6682.peg.5749	CDS	NODE_7_length_297812_cov_8.126053	206772	206380	-3	-	393	Uncharacterized MFS-type transporter	- none -	 	 
fig|287.6682.peg.5750	CDS	NODE_7_length_297812_cov_8.126053	207662	206769	-2	-	894	Uncharacterized MFS-type transporter	- none -	 	 
fig|287.6682.peg.5751	CDS	NODE_7_length_297812_cov_8.126053	207810	208727	3	+	918	Transcriptional regulator	- none -	 	 
fig|287.6682.peg.5752	CDS	NODE_7_length_297812_cov_8.126053	208851	210773	3	+	1923	Siderophore synthetase superfamily, group B	- none -	 	 
fig|287.6682.peg.5753	CDS	NODE_7_length_297812_cov_8.126053	210763	211974	1	+	1212	Multidrug resistance protein ErmB	- none -	 	 
fig|287.6682.peg.5754	CDS	NODE_7_length_297812_cov_8.126053	211988	214099	2	+	2112	hypothetical protein	- none -	 	 
fig|287.6682.peg.5755	CDS	NODE_7_length_297812_cov_8.126053	214767	214225	-3	-	543	hypothetical protein	- none -	 	 
fig|287.6682.peg.5756	CDS	NODE_7_length_297812_cov_8.126053	215557	214781	-1	-	777	Putative glutamine amidotransferase YafJ	- none -	 	 
fig|287.6682.peg.5757	CDS	NODE_7_length_297812_cov_8.126053	216087	215590	-3	-	498	Uncharacterized MFS-type transporter	- none -	 	 
fig|287.6682.peg.5758	CDS	NODE_7_length_297812_cov_8.126053	216390	218444	3	+	2055	Protease II (EC 3.4.21.83)	- none -	 	 
fig|287.6682.peg.5759	CDS	NODE_7_length_297812_cov_8.126053	218661	219134	3	+	474	Cyclic nucleotide-binding protein	- none -	 	 
fig|287.6682.peg.5760	CDS	NODE_7_length_297812_cov_8.126053	219421	219131	-1	-	291	FIG00955239: hypothetical protein	- none -	 	 
fig|287.6682.peg.5761	CDS	NODE_7_length_297812_cov_8.126053	219518	220204	2	+	687	hypothetical protein	- none -	 	 
fig|287.6682.peg.5762	CDS	NODE_7_length_297812_cov_8.126053	220438	220809	1	+	372	Uncharacterized protein YajD	- none -	 	 
fig|287.6682.peg.5763	CDS	NODE_7_length_297812_cov_8.126053	221255	221509	2	+	255	RNA methyltransferase, TrmH family	- none -	 	 
fig|287.6682.peg.5764	CDS	NODE_7_length_297812_cov_8.126053	221602	221979	1	+	378	hypothetical protein	- none -	 	 
fig|287.6682.peg.5765	CDS	NODE_7_length_297812_cov_8.126053	223336	222107	-1	-	1230	hypothetical protein	- none -	 	 
fig|287.6682.peg.5766	CDS	NODE_7_length_297812_cov_8.126053	223922	223473	-2	-	450	UPF0260 protein YcgN	- none -	 	 
fig|287.6682.peg.5767	CDS	NODE_7_length_297812_cov_8.126053	224200	224793	1	+	594	Nitroreductase family protein	- none -	 	 
fig|287.6682.peg.5768	CDS	NODE_7_length_297812_cov_8.126053	225807	224875	-3	-	933	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	Glycine and Serine Utilization; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Serine Biosynthesis	 	 
fig|287.6682.peg.5769	CDS	NODE_7_length_297812_cov_8.126053	226221	225928	-3	-	294	Protein YcgL	- none -	 	 
fig|287.6682.peg.5770	CDS	NODE_7_length_297812_cov_8.126053	227351	226218	-2	-	1134	Ribonuclease D (EC 3.1.26.3)	- none -	 	 
fig|287.6682.peg.5771	CDS	NODE_7_length_297812_cov_8.126053	228137	227475	-2	-	663	hypothetical protein	- none -	 	 
fig|287.6682.peg.5772	CDS	NODE_7_length_297812_cov_8.126053	229860	228211	-3	-	1650	Putative inner membrane protein	- none -	 	 
fig|287.6682.peg.5773	CDS	NODE_7_length_297812_cov_8.126053	231409	230027	-1	-	1383	glutamine synthetase family protein	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|287.6682.peg.5774	CDS	NODE_7_length_297812_cov_8.126053	231925	233109	1	+	1185	Uncharacterized MFS-type transporter	- none -	 	 
fig|287.6682.peg.5775	CDS	NODE_7_length_297812_cov_8.126053	233125	234072	1	+	948	hypothetical protein	- none -	 	 
fig|287.6682.peg.5776	CDS	NODE_7_length_297812_cov_8.126053	234220	235155	1	+	936	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.5777	CDS	NODE_7_length_297812_cov_8.126053	235524	235159	-3	-	366	Probable 5-carboxymethyl-2-hydroxymuconate delta isomerase	Aromatic amino acid degradation	 	 
fig|287.6682.peg.5778	CDS	NODE_7_length_297812_cov_8.126053	236507	235578	-2	-	930	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.5779	CDS	NODE_7_length_297812_cov_8.126053	236862	236671	-3	-	192	hypothetical protein	- none -	 	 
fig|287.6682.peg.5780	CDS	NODE_7_length_297812_cov_8.126053	238079	237366	-2	-	714	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	De Novo Purine Biosynthesis	 	 
fig|287.6682.peg.5781	CDS	NODE_7_length_297812_cov_8.126053	238866	238108	-3	-	759	Metal-dependent hydrolases of the beta-lactamase superfamily I	Beta-lactamase	 	 
fig|287.6682.peg.5782	CDS	NODE_7_length_297812_cov_8.126053	239986	238871	-1	-	1116	Outer membrane beta-barrel assembly protein BamC	- none -	 	 
fig|287.6682.peg.5783	CDS	NODE_7_length_297812_cov_8.126053	240882	240004	-3	-	879	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch	 	 
fig|287.6682.peg.5784	CDS	NODE_7_length_297812_cov_8.126053	240915	241133	3	+	219	hypothetical protein	- none -	 	 
fig|287.6682.peg.5785	CDS	NODE_7_length_297812_cov_8.126053	241209	241769	3	+	561	Glycine cleavage system transcriptional antiactivator GcvR	Glycine cleavage system; <br>Orphan regulatory proteins	 	 
fig|287.6682.peg.5786	CDS	NODE_7_length_297812_cov_8.126053	241780	242253	1	+	474	Thiol peroxidase, Bcp-type (EC 1.11.1.15)	CBSS-316057.3.peg.3521; <br>Thioredoxin-disulfide reductase	 	 
fig|287.6682.peg.5787	CDS	NODE_7_length_297812_cov_8.126053	243436	242366	-1	-	1071	Putative permease PerM (= YfgO)	- none -	 	 
fig|287.6682.peg.5788	CDS	NODE_7_length_297812_cov_8.126053	243707	243468	-2	-	240	Rhodanese-like domain protein	- none -	 	 
fig|287.6682.peg.5789	CDS	NODE_7_length_297812_cov_8.126053	243805	245238	1	+	1434	Exported zinc metalloprotease YfgC precursor	- none -	 	 
fig|287.6682.peg.5790	CDS	NODE_7_length_297812_cov_8.126053	246746	245316	-2	-	1431	HtrA protease/chaperone protein	Periplasmic Stress Response	 	 
fig|287.6682.peg.5791	CDS	NODE_7_length_297812_cov_8.126053	247952	246990	-2	-	963	Sigma factor RpoE negative regulatory protein RseB precursor	Periplasmic Stress Response; <br>Transcription initiation, bacterial sigma factors	 	 
fig|287.6682.peg.5792	CDS	NODE_7_length_297812_cov_8.126053	248548	247961	-1	-	588	Sigma factor RpoE negative regulatory protein RseA	Periplasmic Stress Response; <br>Transcription initiation, bacterial sigma factors	 	 
fig|287.6682.peg.5793	CDS	NODE_7_length_297812_cov_8.126053	249160	248579	-1	-	582	RNA polymerase sigma factor RpoE	Transcription initiation, bacterial sigma factors	 	 
fig|287.6682.peg.5794	CDS	NODE_7_length_297812_cov_8.126053	249718	251334	1	+	1617	L-aspartate oxidase (EC 1.4.3.16)	Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global	 	 
fig|287.6682.peg.5795	CDS	NODE_7_length_297812_cov_8.126053	251755	251303	-1	-	453	hypothetical protein	- none -	 	 
fig|287.6682.peg.5796	CDS	NODE_7_length_297812_cov_8.126053	251993	251739	-2	-	255	Succinate dehydrogenase flavin-adding protein, antitoxin of CptAB toxin-antitoxin	- none -	 	 
fig|287.6682.peg.5797	CDS	NODE_7_length_297812_cov_8.126053	252141	253082	3	+	942	tRNA-modifying protein YgfZ	- none -	 	 
fig|287.6682.peg.5798	CDS	NODE_7_length_297812_cov_8.126053	253118	253939	2	+	822	HD-GYP domain (HD superfamily hydrolase)	- none -	 	 
fig|287.6682.peg.5799	CDS	NODE_7_length_297812_cov_8.126053	255487	254099	-1	-	1389	Tricarboxylate transport sensor protein TctE	- none -	 	 
fig|287.6682.peg.5800	CDS	NODE_7_length_297812_cov_8.126053	256151	255480	-2	-	672	Tricarboxylate transport transcriptional regulator TctD	- none -	 	 
fig|287.6682.peg.5801	CDS	NODE_7_length_297812_cov_8.126053	256354	256202	-1	-	153	hypothetical protein	- none -	 	 
fig|287.6682.peg.5802	CDS	NODE_7_length_297812_cov_8.126053	256373	257665	2	+	1293	Outer membrane low permeability porin, OprD family => OccK5/OpdH tricarboxylate	- none -	 	 
fig|287.6682.peg.5803	CDS	NODE_7_length_297812_cov_8.126053	257704	258681	1	+	978	Tripartite tricarboxylate transporter TctC family	- none -	 	 
fig|287.6682.peg.5804	CDS	NODE_7_length_297812_cov_8.126053	258740	259198	2	+	459	Tripartite tricarboxylate transporter TctB family	- none -	 	 
fig|287.6682.peg.5805	CDS	NODE_7_length_297812_cov_8.126053	259200	260714	3	+	1515	Tripartite tricarboxylate transporter TctA family	- none -	 	 
fig|287.6682.peg.5806	CDS	NODE_7_length_297812_cov_8.126053	260707	261747	1	+	1041	Ammonia monooxygenase	- none -	 	 
fig|287.6682.peg.5807	CDS	NODE_7_length_297812_cov_8.126053	262555	261863	-1	-	693	Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)	- none -	 	 
fig|287.6682.peg.5808	CDS	NODE_7_length_297812_cov_8.126053	262688	263800	2	+	1113	3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)	Valine degradation	 	 
fig|287.6682.peg.5809	CDS	NODE_7_length_297812_cov_8.126053	264008	263826	-2	-	183	hypothetical protein	- none -	 	 
fig|287.6682.peg.5810	CDS	NODE_7_length_297812_cov_8.126053	264797	264558	-2	-	240	hypothetical protein	- none -	 	 
fig|287.6682.peg.5811	CDS	NODE_7_length_297812_cov_8.126053	265247	266314	2	+	1068	Urea carboxylase-related ABC transporter, periplasmic substrate-binding protein	Urea decomposition	 	 
fig|287.6682.peg.5812	CDS	NODE_7_length_297812_cov_8.126053	266332	267147	1	+	816	Urea carboxylase-related ABC transporter, permease protein	Urea decomposition	 	 
fig|287.6682.peg.5813	CDS	NODE_7_length_297812_cov_8.126053	267144	267932	3	+	789	Urea carboxylase-related ABC transporter, ATPase protein	Urea decomposition	 	 
fig|287.6682.peg.5814	CDS	NODE_7_length_297812_cov_8.126053	267945	268670	3	+	726	Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10)	Urea decomposition	 	 
fig|287.6682.peg.5815	CDS	NODE_7_length_297812_cov_8.126053	268682	269323	2	+	642	Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10)	Urea decomposition	 	 
fig|287.6682.peg.5816	CDS	NODE_7_length_297812_cov_8.126053	269487	269371	-3	-	117	hypothetical protein	- none -	 	 
fig|287.6682.peg.5817	CDS	NODE_7_length_297812_cov_8.126053	269629	273270	1	+	3642	Urea carboxylase (EC 6.3.4.6)	Urea carboxylase and Allophanate hydrolase cluster; <br>Urea decomposition	 	 
fig|287.6682.peg.5818	CDS	NODE_7_length_297812_cov_8.126053	273286	275064	1	+	1779	Allophanate hydrolase (EC 3.5.1.54)	Urea carboxylase and Allophanate hydrolase cluster; <br>Urea decomposition	 	 
fig|287.6682.peg.5819	CDS	NODE_7_length_297812_cov_8.126053	275109	275375	3	+	267	DNA or RNA helicases of superfamily II	- none -	 	 
fig|287.6682.peg.5820	CDS	NODE_7_length_297812_cov_8.126053	275408	276100	2	+	693	Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19)	- none -	 	 
fig|287.6682.peg.5821	CDS	NODE_7_length_297812_cov_8.126053	276415	277299	1	+	885	(R)-3-hydroxydecanoyl-ACP:CoA transacylase PhaG (3-hydroxyacyl-CoA-acyl carrier protein transferase) (EC 2.4.1.-)	- none -	 	 
fig|287.6682.peg.5822	CDS	NODE_7_length_297812_cov_8.126053	277885	279450	1	+	1566	hypothetical protein	- none -	 	 
fig|287.6682.peg.5823	CDS	NODE_7_length_297812_cov_8.126053	279743	280984	2	+	1242	hypothetical protein	- none -	 	 
fig|287.6682.peg.5824	CDS	NODE_7_length_297812_cov_8.126053	281233	281105	-1	-	129	COG0582: Integrase	- none -	 	 
fig|287.6682.peg.5825	CDS	NODE_7_length_297812_cov_8.126053	281662	281267	-1	-	396	hypothetical protein	- none -	 	 
fig|287.6682.peg.5826	CDS	NODE_7_length_297812_cov_8.126053	281864	281670	-2	-	195	hypothetical protein	- none -	 	 
fig|287.6682.peg.5827	CDS	NODE_7_length_297812_cov_8.126053	282344	282904	2	+	561	NAD/FAD-utilizing enzyme apparently involved in cell division	- none -	 	 
fig|287.6682.peg.5828	CDS	NODE_7_length_297812_cov_8.126053	283260	282943	-3	-	318	Putative subunit of Alternative cytochrome c oxidase	- none -	 	 
fig|287.6682.peg.5829	CDS	NODE_7_length_297812_cov_8.126053	283987	283274	-1	-	714	Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1)	Terminal cytochrome C oxidases	 	 
fig|287.6682.peg.5830	CDS	NODE_7_length_297812_cov_8.126053	284686	283994	-1	-	693	Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)	Terminal cytochrome C oxidases	 	 
fig|287.6682.peg.5831	CDS	NODE_7_length_297812_cov_8.126053	286458	284683	-3	-	1776	Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1)	Terminal cytochrome C oxidases	 	 
fig|287.6682.peg.5832	CDS	NODE_7_length_297812_cov_8.126053	287975	286509	-2	-	1467	Alternative cytochrome c oxidase polypeptide CoxM (EC 1.9.3.1)	Terminal cytochrome C oxidases	 	 
fig|287.6682.peg.5833	CDS	NODE_7_length_297812_cov_8.126053	288377	288712	2	+	336	hypothetical protein	- none -	 	 
fig|287.6682.peg.5834	CDS	NODE_7_length_297812_cov_8.126053	288978	289157	3	+	180	hypothetical protein	- none -	 	 
fig|287.6682.peg.5835	CDS	NODE_7_length_297812_cov_8.126053	289194	289601	3	+	408	Antitoxin 1	- none -	 	 
fig|287.6682.peg.5836	CDS	NODE_7_length_297812_cov_8.126053	290428	289658	-1	-	771	Trans-aconitate 2-methyltransferase (EC 2.1.1.144)	- none -	 	 
fig|287.6682.peg.5837	CDS	NODE_7_length_297812_cov_8.126053	290818	291321	1	+	504	AidA	- none -	 	 
fig|287.6682.peg.5838	CDS	NODE_7_length_297812_cov_8.126053	291448	291987	1	+	540	hypothetical protein	- none -	 	 
fig|287.6682.peg.5839	CDS	NODE_7_length_297812_cov_8.126053	293275	292190	-1	-	1086	Prophage Lp2 protein 6	- none -	 	 
fig|287.6682.peg.5840	CDS	NODE_7_length_297812_cov_8.126053	293600	293998	2	+	399	putative membrane protein	- none -	 	 
fig|287.6682.peg.5841	CDS	NODE_7_length_297812_cov_8.126053	294558	294055	-3	-	504	hypothetical protein	- none -	 	 
fig|287.6682.peg.5842	CDS	NODE_7_length_297812_cov_8.126053	296310	294904	-3	-	1407	Sensory box/GGDEF family protein	- none -	 	 
fig|287.6682.peg.5843	CDS	NODE_7_length_297812_cov_8.126053	296994	296356	-3	-	639	L-lysine permease	Lysine degradation	 	 
fig|287.6682.peg.5844	CDS	NODE_7_length_297812_cov_8.126053	297475	297059	-1	-	417	Fosfomycin resistance protein FosA	Fosfomycin resistance	 	 
fig|287.6682.peg.5845	CDS	NODE_81_length_473_cov_0.742775	218	3	-2	-	216	DNA polymerase III delta prime subunit (EC 2.7.7.7)	- none -	 	 
fig|287.6682.peg.5846	CDS	NODE_81_length_473_cov_0.742775	472	212	-1	-	261	Thymidylate kinase (EC 2.7.4.9)	pyrimidine conversions	 	 
fig|287.6682.peg.5847	CDS	NODE_83_length_469_cov_1.008772	2	349	2	+	348	23S rRNA (uridine(2552)-2&#39;-O)-methyltransferase (EC 2.1.1.166)	- none -	 	 
fig|287.6682.peg.5848	CDS	NODE_84_length_469_cov_0.918129	209	24	-2	-	186	hypothetical protein	- none -	 	 
fig|287.6682.peg.5849	CDS	NODE_8_length_273249_cov_8.706677	563	201	-2	-	363	Predicted enzyme of the cupin superfamily	- none -	 	 
fig|287.6682.peg.5850	CDS	NODE_8_length_273249_cov_8.706677	772	650	-1	-	123	hypothetical protein	- none -	 	 
